numero_solicitacao,razaoSocial,nomeFantasia,cnpjSemTraco,maiorAtraso,margemBrutaAcumulada,percentualProtestos,primeiraCompra,prazoMedioRecebimentoVendas,titulosEmAberto,valorSolicitado,status,definicaoRisco,diferencaPercentualRisco,percentualRisco,dashboardCorrelacao,valorAprovado,dataAprovadoEmComite,periodoBalanco,ativoCirculante,passivoCirculante,totalAtivo,totalPatrimonioLiquido,endividamento,duplicatasAReceber,estoque,faturamentoBruto,margemBruta,periodoDemonstrativoEmMeses,custos,anoFundacao,intervaloFundacao,capitalSocial,restricoes,empresa_MeEppMei,scorePontualidade,limiteEmpresaAnaliseCredito,dataAprovadoNivelAnalista
4426,Beverley Middleton,Mohamed Thompson-Newman,ISGO83317520236376,90,0.347006076,0,2014-03-13T00:00:00,15,3886,50000,AprovadoAnalista,De 11 a 30 % - Baixo,0.714285714,0.285714286,-0.866025404,40000,,2019-12-31T00:00:00,3781922,4264980,4264980,2377706,134706,459853,1294646,9066041,2639849,12,6426192,2011,De 6 a 10 anos,200000,FALSE,FALSE,0.807639028,39600,2020-08-26T20:09:20
4427,Damien Davis-Farrell,Donna Taylor-Field,HSKG22904145739266,10,0.376920331,0,2012-08-31T00:00:00,83,12373.03,65000,AprovadoAnalista,De 11 a 30 % - Baixo,0.821428571,0.178571429,0,50000,,2019-12-31T03:00:00,0,0,0,0,0,0,0,3159084,0,12,0,1982,Acima de 17 anos,100000,FALSE,FALSE,1,54000,2020-08-26T20:14:02
4428,Rita Lloyd,Ms. Donna Smith,IVON93318505592962,4,0,,2014-03-31T10:28:02,0,0,300000,AprovadoAnalista,De 0 a 10 % - Muito Baixo,0.910714286,0.089285714,0,300000,,2019-12-31T03:00:00,8741695,1499015,8958079,7445959,460000,5386946,3060991,6372885,2702800,9,3670085,2005,De 11 a 16 anos,500000,FALSE,FALSE,0,52800,2020-08-26T20:50:19
4429,Anne Farrell,Duncan Charlton,SHWK76513287332193,17,0.555913389,0,2018-07-02T00:00:00,68,17933.33,50000,DocumentacaoReprovada,De 0 a 10 % - Muito Baixo,1,0,0,,,,,,,,,,,,,,,,,,,,1,,
4430,Robert Gray,Yvonne Green,JNPG85281905421097,18,0.515770366,0,2019-10-31T00:00:00,16,49896,470000,AprovadoAnalista,De 11 a 30 % - Baixo,0.732142857,0.267857143,0,485000,,2019-12-31T03:00:00,818478000,49943000,1768742000,1116493000,0,161666000,0,1808539000,998174000,12,810365000,2019,De 0 a 5 anos,1400000,FALSE,FALSE,1,1742331,2020-08-26T20:38:35
4431,Dr. Alexander Harrison,Rosemary Watts,UYDX30939845251409,22,0.62673551,0,2013-05-28T00:00:00,0,0,50000,DocumentacaoReprovada,De 0 a 10 % - Muito Baixo,1,0,0,,,,,,,,,,,,,,,,,,,,1,,
4432,Brenda Cartwright-Goddard,Dr. Matthew Wright,JHCT31571283180596,0,0.386632939,0,2016-01-29T00:00:00,0,22692,69200,DocumentacaoReprovada,De 0 a 10 % - Muito Baixo,1,0,0,,,,,,,,,,,,,,,,,,,,1,,
4433,Sean Holt,Mrs. Abigail Harris,VALD35934976287968,0,0.425971069,0,2020-12-03T00:00:00,0,0,20000,DocumentacaoReprovada,De 0 a 10 % - Muito Baixo,1,0,0,,,,,,,,,,,,,,,,,,,,1,,
4434,Glen Haynes,Lesley Jenkins,COYE18604281132080,60,0.539325775,0,2006-03-01T00:00:00,35,3185.84,100000,AprovadoAnalista,De 11 a 30 % - Baixo,0.821428571,0.178571429,0,100000,,2019-12-31T03:00:00,13300927,14108141,15576794,1468652,1730521,6576252,2588730,56221961,15009558,12,41212403,1991,Acima de 17 anos,1000000,FALSE,FALSE,1,5966130,2020-08-26T20:52:57
4435,Anne Farrell,Duncan Charlton,SHWK76513287332193,17,0.555913389,0,2018-07-02T00:00:00,68,17933.33,50000,AprovadoAnalista,De 31 a 50 % - Médio,0.625,0.375,0.866025404,30000,,2019-12-31T00:00:00,4411465,5234074,4417360,816714,0,0,4389470,0,0,1,0,2008,De 11 a 16 anos,10000,FALSE,FALSE,1,14520,2020-08-26T21:03:33
4436,Dr. Alexander Harrison,Rosemary Watts,UYDX30939845251409,22,0.62673551,0,2013-05-28T00:00:00,0,0,50000,AprovadoAnalista,De 11 a 30 % - Baixo,0.803571429,0.196428571,0,50000,,2019-12-31T00:00:00,4337553,1429763,4597179,3167416,0,3148479,997479,0,0,1,0,2010,De 6 a 10 anos,500000,FALSE,FALSE,1,4860,2020-08-26T21:04:25
4437,Sean Holt,Mrs. Abigail Harris,VALD35934976287968,0,0.425971069,0,2020-12-03T00:00:00,0,0,20000,ReprovadoAnalista,De 31 a 50 % - Médio,0.642857143,0.357142857,0,,,2019-12-31T00:00:00,39037790,10571404,45995467,35424062,733543,4295437,1238376,0,0,1,0,2020,De 0 a 5 anos,2500000,FALSE,FALSE,1,249000,
4438,Dr. Thomas Preston,Lynne Rees,OBVS58766121311171,3,0,,2006-10-10T11:51:37,0,0,80000,AprovadoAnalista,De 0 a 10 % - Muito Baixo,0.964285714,0.035714286,0,75000,,2019-12-31T03:00:00,1935776,785204,5117024,4331820,0,1070133,802023,2845529,-655782,12,3501311,1996,Acima de 17 anos,200000,FALSE,FALSE,0,204000,2020-08-26T21:48:41
4439,Lynne Moore,Mr. Elliot Henry,JHFT04399225850712,24,0.26466739,0,2017-01-16T00:00:00,0,0,200000,AprovadoAnalista,De 11 a 30 % - Baixo,0.732142857,0.267857143,-0.866025404,170000,,2019-12-31T03:00:00,1836600,308691,1856849,976595,26565,550300,437592,3325160,869496,3,2455664,2015,De 0 a 5 anos,600000,FALSE,FALSE,0.934644097,720,2020-08-26T21:47:06
4440,Natasha Sanderson-Phillips,Kayleigh Jones-Kelly,WKAT72170295744312,5,0,,2018-07-19T14:40:42,0,0,250000,AprovadoAnalista,De 0 a 10 % - Muito Baixo,0.946428571,0.053571429,0.866025404,85000,,2019-12-31T03:00:00,2856083,1361162,3334817,1702827,0,956711,1331392,3481397,954419,12,2526978,2008,De 11 a 16 anos,100000,FALSE,FALSE,0,17600,2020-08-26T21:55:18
4441,Joseph Bell,Leon Smith,BAAM35942968217300,5,0.607573294,0,2018-06-06T00:00:00,0,0,50000,DocumentacaoReprovada,De 0 a 10 % - Muito Baixo,1,0,0,,,,,,,,,,,,,,,,,,,,1,,
4442,Dr. Heather Lamb,Bruce O'Donnell-Cox,NNYJ02441474355508,17,0.286610604,0,2019-02-07T00:00:00,0,0,10000,DocumentacaoReprovada,De 0 a 10 % - Muito Baixo,1,0,0,,,,,,,,,,,,,,,,,,,,1,,
4443,Dr. Cameron Foster,Mr. Derek Hill,TQQT14305514508565,24,0.469260318,0,2013-05-07T00:00:00,27,25200,100000,ReprovadoAnalista,De 11 a 30 % - Baixo,0.767857143,0.232142857,0.000576383,,,2019-12-31T00:00:00,49639726,33339477,51132259,13964479,7309150,22923059,16026346,110289198,31087083,12,79202115,1986,Acima de 17 anos,3600000,TRUE,FALSE,0.950662108,0,
4444,Janice Tyler,Alan Woodward,BSFZ20223418431717,3,0.487100263,0,2013-07-08T00:00:00,0,0,40000,AprovadoAnalista,De 11 a 30 % - Baixo,0.839285714,0.160714286,0,40000,,,,,,,,,,3458298,0,12,0,2011,De 6 a 10 anos,100000,FALSE,FALSE,1,39600,2020-08-27T14:11:18
4445,Shirley Morgan,Pamela Hill-Vaughan,WWDB97720827741956,3,0.731230095,0,2014-05-28T00:00:00,0,0,50000,AprovadoAnalista,De 11 a 30 % - Baixo,0.857142857,0.142857143,0,50000,,,,,,,,,,106360280,0,12,0,1986,Acima de 17 anos,5909664,FALSE,FALSE,1,436500,2020-08-27T14:13:12
4446,Barbara Daly,Mrs. Molly Barlow,ITZF50719801321684,25,0.513784215,0,2006-05-15T00:00:00,2,16651.38,300000,AprovadoAnalista,De 11 a 30 % - Baixo,0.803571429,0.196428571,0.040430735,270000,,2019-12-31T03:00:00,28174597,4083478,28497919,10753712,0,14180123,13675363,33399059,16507519,12,16891540,1998,Acima de 17 anos,421330,FALSE,FALSE,1,409400,2020-08-27T14:21:21
4447,Miss Valerie Connor,Liam Hall,YWSQ51421424207341,66,0.441299737,0,2013-01-07T00:00:00,24,11895.67,30000,AprovadoAnalista,De 51 a 80 % - Alto,0.446428571,0.553571429,0.38682108,5500,,,,,,,,,,1231402,0,12,0,2011,De 6 a 10 anos,20000,FALSE,TRUE,0.727087582,30800,2020-08-27T14:23:05
4448,Craig Flynn,Nicola Harris-Clarke,IIVO05751681313310,0,0.585840622,0,2018-08-13T00:00:00,0,0,50000,AprovadoAnalista,De 31 a 50 % - Médio,0.660714286,0.339285714,0,50000,,,,,,,,,,2602143,0,12,0,2012,De 6 a 10 anos,60000,TRUE,FALSE,1,52800,2020-08-27T14:27:18
4449,Mr. Reece Davies,Antony Walsh,IHXJ81732847047007,53,0.264895731,0,2009-04-08T00:00:00,8,33420,375000,AprovadoAnalista,De 0 a 10 % - Muito Baixo,0.910714286,0.089285714,-0.866025404,350000,,2019-12-31T03:00:00,22187992,2959093,24618228,22561000,0,11583368,7778800,9139060,3039291,12,6099769,2000,Acima de 17 anos,450000,FALSE,FALSE,0.25,1701032,2020-08-27T14:32:14
4450,Mr. Nicholas Hayes,Stephanie Kelly,MYPG23920189710600,0,0.571201905,0,2017-11-03T00:00:00,0,0,25000,DocumentacaoReprovada,De 0 a 10 % - Muito Baixo,1,0,0,,,,,,,,,,,,,,,,,,,,1,,
4451,Dr. Heather Lamb,Bruce O'Donnell-Cox,NNYJ02441474355508,17,0.286610604,0,2019-02-07T00:00:00,0,0,5000,ReprovadoAnalista,De 31 a 50 % - Médio,0.553571429,0.446428571,0.866025404,,,,,,,,,,,0,0,1,0,2008,De 11 a 16 anos,100000,FALSE,FALSE,1,5400,
4452,Joseph Bell,Leon Smith,BAAM35942968217300,5,0.607573294,0,2018-06-06T00:00:00,0,0,50000,AprovadoAnalista,De 11 a 30 % - Baixo,0.839285714,0.160714286,0.866025404,50000,,2019-12-31T00:00:00,0,0,0,0,0,0,0,97692338,0,12,0,1997,Acima de 17 anos,4770000,FALSE,FALSE,1,3234354,2020-08-27T15:02:32
4453,Dr. Stanley Smith,Dylan Robinson-Nolan,OPBS54742125672882,3,0.460284449,0,2018-07-24T00:00:00,0,0,100000,AprovadoAnalista,De 11 a 30 % - Baixo,0.75,0.25,0,60000,,2019-12-31T03:00:00,416680,130559,511056,380496,0,85958,265668,1947489,449401,12,1498088,2017,De 0 a 5 anos,40000,FALSE,TRUE,1,4400,2020-08-27T15:10:33
4454,Mrs. Vanessa Phillips,Mrs. Aimee George,IOUL68328217376259,36,0.209634318,0,2016-07-20T00:00:00,0,0,50000,ReprovadoAnalista,De 31 a 50 % - Médio,0.678571429,0.321428571,-0.866025404,,,2019-12-31T00:00:00,6944696,1350,7160901,7159551,0,438020,0,20510,-32955,4,53465,2009,De 11 a 16 anos,990000,FALSE,TRUE,0.96773882,161832,
4455,Sarah Hopkins,Mr. Conor Jones,AZFO81709966547489,57,0.315808819,0,2019-06-27T00:00:00,0,0,110000,AprovadoComite,De 51 a 80 % - Alto,0.482142857,0.517857143,0.866025404,80000,2020-08-27T18:22:51,0219-12-31T03:06:00,0,0,0,0,0,0,0,925011533,0,12,0,2018,De 0 a 5 anos,0,TRUE,FALSE,1,0,
4456,Elliott Stanley-Wright,Harry Ali,MVOE56996036793646,53,0.50835411,0,2013-01-22T00:00:00,28,1500,5000,AprovadoAnalista,De 11 a 30 % - Baixo,0.714285714,0.285714286,-0.994473991,5000,,2019-12-31T00:00:00,0,0,0,0,0,0,0,407550,407550,12,0,2011,De 6 a 10 anos,150000,FALSE,FALSE,0.861801838,19800,2020-08-27T16:44:07
4457,Sean Morley,Robin Thomas-Hewitt,JBWE58432974516641,19,0,,2011-05-12T15:05:43,0,0,90000,AprovadoAnalista,De 0 a 10 % - Muito Baixo,0.910714286,0.089285714,-0.640427867,90000,,2019-12-31T03:00:00,5404019,376299,9984065,6298626,0,3600348,1702318,11336386,4933207,12,6403179,1995,Acima de 17 anos,100000,FALSE,FALSE,0,985874,2020-08-27T18:36:08
4458,Annette Thompson,Alison Davidson,GNBU00248056398212,7,0.532438657,0,2017-04-03T00:00:00,0,650774.72,700000,AprovadoComite,De 11 a 30 % - Baixo,0.75,0.25,-0.974328421,500000,2020-08-27T18:21:30,2020-06-30T03:00:00,18877753,18558560,18884418,325857,1701791,-1313416,19132476,18743895,10501658,6,8242237,2016,De 0 a 5 anos,350000,FALSE,FALSE,0.986102886,2485146,
4459,Mrs. Jacqueline Jones,Gemma Watts,SMVE55673186564482,9,0.34052737,0,2012-08-20T00:00:00,0,0,40000,AprovadoAnalista,De 0 a 10 % - Muito Baixo,0.910714286,0.089285714,0,40000,,2019-12-31T00:00:00,4646876,22864,4693876,4671012,0,0,0,3092834,847494,12,2245340,1999,Acima de 17 anos,150000,FALSE,FALSE,1,165634,2020-08-27T18:36:46
4460,Mr. Stephen Sharp,Dawn Cooper,MGTD17682035019968,18,0.375995489,0,2007-03-02T00:00:00,0,0,45000,AprovadoAnalista,De 11 a 30 % - Baixo,0.803571429,0.196428571,0,45000,,,,,,,,,,3776714,0,12,0,1997,Acima de 17 anos,10000,FALSE,FALSE,1,5180,2020-08-27T19:00:30
4461,Ms. Vanessa Dodd,Roy Carter,XQUD02614400855678,44,0.231784704,0,2018-03-06T00:00:00,0,0,60000,AprovadoAnalista,De 31 a 50 % - Médio,0.642857143,0.357142857,0.866025404,35000,,,,,,,,,,3893635,0,12,0,2002,Acima de 17 anos,37500,FALSE,FALSE,1,720,2020-08-27T18:45:19
4462,Marilyn Johnson,Marie Barrett,XQSY14069987781202,17,0.565184525,0,2020-02-14T00:00:00,4,2380.39,40000,AprovadoAnalista,De 51 a 80 % - Alto,0.482142857,0.517857143,0,25100,,,,,,,,,,1456333,1456333,12,0,2012,De 6 a 10 anos,10000,FALSE,TRUE,1,1110,2020-08-27T18:46:07
4463,Mr. Jeffrey Henderson,Kerry Winter,IXVS12387156929639,18,0.328101393,0,2016-12-16T00:00:00,0,0,500000,AprovadoAnalista,De 11 a 30 % - Baixo,0.75,0.25,1.00E-16,40000,,2019-12-31T03:00:00,10254944,1869197,11168928,8859503,558000,5540466,1101018,0,0,1,0,2010,De 6 a 10 anos,2500000,FALSE,FALSE,1,0,2020-08-27T19:32:44
4464,Mr. Jamie Taylor,Clare Barker-Parker,MKWO87353973931297,47,0,,2011-08-08T08:20:08,0,0,170000,AprovadoAnalista,De 31 a 50 % - Médio,0.660714286,0.339285714,0.866025404,130000,,2019-10-31T03:00:00,1754004,1633998,2230537,324961,640033,724030,777106,6296357,2642587,10,3653770,1995,Acima de 17 anos,100000,FALSE,FALSE,0,612123,2020-08-27T18:51:10
4465,Lee Bartlett-Fletcher,Tracey Owen,JPAL72760231225093,92,0,,2018-12-04T10:48:15,0,0,400000,AprovadoAnalista,De 31 a 50 % - Médio,0.642857143,0.357142857,0.866025404,250000,,2019-12-31T03:00:00,2859234,1965929,2896083,930154,636326,2187158,205546,8212208,1900460,12,6311748,2017,De 0 a 5 anos,100000,FALSE,FALSE,0,49477,2020-08-27T19:29:25
4466,Tom Martin,Mr. Jacob Patel,HTAY05270327534322,0,0.674472628,0,2020-07-22T00:00:00,173,3960,300000,AprovadoAnalista,De 0 a 10 % - Muito Baixo,0.910714286,0.089285714,0,300000,,2019-12-31T00:00:00,53582110,21959240,56009882,34050642,252920,24031769,8759181,120491244,57575034,12,62916210,2002,Acima de 17 anos,150000,FALSE,FALSE,1,13710238,2020-08-27T19:27:30
4467,Mr. William Smith,Marcus Brown,TIBQ31841063291299,13,0.441146972,0,2013-04-25T00:00:00,0,0,50000,AprovadoAnalista,De 11 a 30 % - Baixo,0.803571429,0.196428571,0,50000,,,,,,,,,,14534301,0,12,0,2001,Acima de 17 anos,30000,FALSE,FALSE,1,122100,2020-08-27T19:28:58
4468,Ricky Kelly,Anne Welch-Campbell,OPNI24346853582080,5,0,,2019-01-29T14:11:28,0,0,700000,AprovadoAnalista,De 0 a 10 % - Muito Baixo,0.964285714,0.035714286,0,550000,,2019-12-31T03:00:00,10783205,4224816,16792927,3675549,0,4400868,4964014,33505605,10966850,12,22538755,2012,De 6 a 10 anos,40000,FALSE,FALSE,0,405000,2020-08-27T19:49:29
4469,Dr. Bethan Clark,Teresa Parkinson,QHYH80116350934605,4,0.542870595,0,2017-12-08T00:00:00,80,7163.48,15000,AprovadoAnalista,De 0 a 10 % - Muito Baixo,0.910714286,0.089285714,0,15000,,2019-12-31T00:00:00,29521421,23098413,364554632,12421197,5424000,15441076,6035549,136728251,0,12,0,2005,De 11 a 16 anos,100000,FALSE,FALSE,1,7200000,2020-08-27T20:05:49
4470,Ms. Sara Hughes,Holly Jones,LNDJ61338518609490,4,0.500015251,0,2015-11-13T00:00:00,0,0,50000,AprovadoAnalista,De 11 a 30 % - Baixo,0.803571429,0.196428571,0,50000,,2019-12-31T00:00:00,10981829,2756881,11897055,7633674,2407844,1247390,2942404,5910725,2443778,12,3466947,1999,Acima de 17 anos,90000,FALSE,TRUE,1,979000,2020-08-27T21:08:34
4471,Shane Ball,Dr. Clive White,XFIT11484688977093,9,0.406367065,0,2019-11-07T00:00:00,18,55807.5,100000,AprovadoAnalista,De 11 a 30 % - Baixo,0.696428571,0.303571429,0,40000,,2019-12-31T06:00:00,919211,700900,1024562,323661,0,0,883857,2525305,1010122,12,1515183,2017,De 0 a 5 anos,100000,FALSE,FALSE,1,3240,2020-08-27T23:05:10
4472,Ruth Ward-McCarthy,Dr. Julia Mann,ILVT57091633734406,19,0.627481068,0,2020-07-17T00:00:00,0,102962.08,100000,AprovadoAnalista,De 11 a 30 % - Baixo,0.839285714,0.160714286,0,100000,,2019-12-31T03:00:00,10066659,3316809,13114208,6322783,1275955,3984208,3710228,22898154,5636945,12,17261209,2018,De 0 a 5 anos,200000,FALSE,FALSE,1,0,2020-08-27T23:43:30
4473,Leah Davies-Williams,Mrs. Anne Dunn,CDYT18486223390794,5,0.597497456,0,2014-07-31T00:00:00,0,0,50000,AprovadoAnalista,De 11 a 30 % - Baixo,0.75,0.25,0.866025404,50000,,,,,,,,,,3753201,0,11,0,2011,De 6 a 10 anos,79000,FALSE,TRUE,1,1620,2020-08-27T21:03:43
4474,Derek Howard,Terry Perry,BFOW33313243342614,2,0.481039329,0,2017-02-08T00:00:00,0,0,15000,AprovadoAnalista,De 11 a 30 % - Baixo,0.857142857,0.142857143,0,15000,,,,,,,,,,1939512,0,12,0,2002,Acima de 17 anos,30000,FALSE,FALSE,1,16280,2020-08-27T23:42:22
4475,Martin Stevenson,Dylan Fox,RHIK25779763492499,19,0.568686491,0,2018-12-20T00:00:00,54,820167.46,900000,AprovadoAnalista,De 11 a 30 % - Baixo,0.75,0.25,0.866025404,900000,,2019-12-31T03:00:00,462154606,358265908,117738073,216935613,93980772,173982211,194285492,1638235909,465361906,12,1172874003,2012,De 6 a 10 anos,10000000,FALSE,FALSE,1,0,2020-08-28T13:42:47
4476,Miss Carole Griffiths,Vincent Wright,HTWZ77725360027310,0,0.365980795,0,2019-10-15T00:00:00,0,0,40000,AprovadoAnalista,De 31 a 50 % - Médio,0.535714286,0.464285714,0,15000,,,,,,,,,,76200,0,12,0,2016,De 0 a 5 anos,30000,FALSE,TRUE,1,3780,2020-08-28T13:39:51
4477,Suzanne Smith,Marian Day,AVAO63044598911311,14,0.565045774,0,2019-12-17T00:00:00,42,118195.87,190000,AprovadoAnalista,De 31 a 50 % - Médio,0.642857143,0.357142857,0,180000,,2019-12-31T03:00:00,40147679,40222591,56028277,15136282,15775862,14799137,23664583,119119198,31888914,12,87230284,2004,De 11 a 16 anos,3000000,FALSE,TRUE,1,6480000,2020-08-28T13:43:49
4478,Mr. Jordan Stevens,Miss Ellie Kelly,UCBM91111020900951,23,0.329796127,0,2016-08-03T00:00:00,0,0,230000,AprovadoAnalista,De 31 a 50 % - Médio,0.553571429,0.446428571,-0.927590166,120000,,2019-12-31T03:00:00,7346700,5304185,8945697,1678506,1963005,4278294,2690647,20052539,3766634,12,16285905,2014,De 6 a 10 anos,1500000,TRUE,TRUE,0.958868794,587379,2020-08-28T13:47:26
4479,Dr. Owen Martin,Dr. Ricky Fisher,SFSQ79771467169528,8,0.419188372,0,2012-07-26T00:00:00,0,3293.34,100000,AprovadoAnalista,De 11 a 30 % - Baixo,0.857142857,0.142857143,0,100000,,2019-12-31T03:00:00,1625686,1521442,2067465,5054,958000,0,902507,6036159,495906,12,5540253,2003,Acima de 17 anos,10000,FALSE,FALSE,1,8800,2020-08-28T15:48:45
4480,Clive Webster,Yvonne Goddard,QYJM72064942747117,3,0.516427951,0,2019-11-29T00:00:00,0,0,10000,ReprovadoAnalista,De 31 a 50 % - Médio,0.678571429,0.321428571,0,,,,,,,,,,,107527,0,5,0,2019,De 0 a 5 anos,20000,FALSE,FALSE,1,10800,
4481,Miss Lynn Evans,Jonathan Fletcher,WCOO57409536225250,0,0.680232443,0,2019-02-21T00:00:00,27,38392.2,100000,AprovadoAnalista,De 11 a 30 % - Baixo,0.785714286,0.214285714,0,100000,,2019-12-31T03:00:00,47361546,25258940,51207053,23776074,4038688,12048849,31285748,182839845,164166371,12,18673474,2018,De 0 a 5 anos,50000,FALSE,FALSE,1,9394392,2020-08-28T14:37:08
4482,Ms. Fiona Davies,Phillip Phillips,NSQR90904791367836,0,0.553104801,0,2015-01-22T00:00:00,52,1374450,1400000,ReprovadoAnalista,De 31 a 50 % - Médio,0.607142857,0.392857143,0,,,2019-12-31T03:00:00,26410452,7621007,26908128,19162838,191495,1513351,23876361,21336438,9687117,12,11649321,2009,De 11 a 16 anos,1500000,TRUE,TRUE,1,0,
4483,Shane Ball,Dr. Clive White,XFIT11484688977093,9,0.406367065,0,2019-11-07T00:00:00,18,55807.5,50000,AprovadoAnalista,De 11 a 30 % - Baixo,0.696428571,0.303571429,0,35000,,2019-12-31T06:00:00,919211,700900,1024562,323661,0,0,883857,2525305,1010122,12,1515183,2017,De 0 a 5 anos,100000,FALSE,FALSE,1,3240,2020-08-28T14:38:54
4484,Mrs. Debra Jackson,Dr. Arthur Curtis,BENC98235797563895,16,0.254802818,0,2016-03-28T00:00:00,0,0,100000,DocumentacaoReprovada,De 0 a 10 % - Muito Baixo,1,0,0,,,,,,,,,,,,,,,,,,,,0.983805487,,
4485,Sean Holt,Matthew Smith-Barlow,LSCH24696447512971,0,0,,2019-02-19T10:57:22,0,0,15000,AprovadoAnalista,De 11 a 30 % - Baixo,0.803571429,0.196428571,0,15000,,2019-12-31T00:00:00,39037790,10571404,45995467,35424062,733543,4295437,1238376,0,0,1,0,2008,De 11 a 16 anos,2500000,FALSE,FALSE,0,249000,2020-08-28T15:54:00
4486,Joanne Simpson,Dr. Mandy Atkinson,DJAJ41755539213758,4,0.146873167,0,2015-07-14T00:00:00,0,0,48000,AprovadoAnalista,De 11 a 30 % - Baixo,0.839285714,0.160714286,0,48000,,,,,,,,,,4210145,0,12,0,2008,De 11 a 16 anos,20000,FALSE,FALSE,1,13690,2020-08-28T16:07:49
4487,Mrs. Debra Jackson,Dr. Arthur Curtis,BENC98235797563895,16,0.254802818,0,2016-03-28T00:00:00,0,0,100000,AprovadoAnalista,De 0 a 10 % - Muito Baixo,0.910714286,0.089285714,-0.866025404,100000,,2019-12-31T03:00:00,27437755,3644123,34052578,29623509,0,12035395,6138595,44652485,32646993,12,12005492,1984,Acima de 17 anos,2650000,FALSE,FALSE,0.983805487,436500,2020-08-28T17:22:33
4488,Jack White,Mrs. Claire Hodgson,ELLS27101079297856,4,0.618998214,0,2018-06-13T00:00:00,0,0,30000,AprovadoAnalista,De 11 a 30 % - Baixo,0.857142857,0.142857143,0,30000,,,,,,,,,,1639429,0,12,0,2006,De 11 a 16 anos,25000,FALSE,FALSE,1,10120,2020-08-28T17:33:10
4489,Mr. Kyle Morgan,Mr. Kenneth Woodward,YKAN20110292045834,4,0.379435382,0,2015-10-15T00:00:00,0,0,400000,AprovadoAnalista,De 11 a 30 % - Baixo,0.803571429,0.196428571,0,260000,,2019-12-31T03:00:00,9651574,1426794,9852240,8425446,14248,6205835,2292802,11304885,6402872,12,4902013,2013,De 6 a 10 anos,250000,FALSE,TRUE,1,434043,2020-08-28T17:36:32
4490,Paige Johnson,Clifford Thompson,LVPF83085868884291,11,0.340627943,0,2017-09-19T00:00:00,0,0,10000,AprovadoAnalista,De 11 a 30 % - Baixo,0.696428571,0.303571429,2.00E-16,10000,,,,,,,,,,1099272,0,12,0,1998,Acima de 17 anos,90000,FALSE,FALSE,1,81000,2020-08-28T17:37:46
4491,Shaun Barlow-Owen,Dr. Peter Bryan,NTPP27145676483888,2,0.17199103,0,2019-07-29T00:00:00,60,57600,150000,AprovadoAnalista,De 11 a 30 % - Baixo,0.75,0.25,0,60000,,2020-06-30T03:00:00,4914069,2392384,4914069,693409,0,2070113,2627427,1944182,1828276,6,115906,2017,De 0 a 5 anos,350000,FALSE,TRUE,1,46200,2020-08-28T18:26:52
4492,Jay Briggs-Read,Miss Katie Wright,JMOD43305615221713,0,0.356335839,0,2020-02-18T00:00:00,0,0,50000,AprovadoAnalista,De 11 a 30 % - Baixo,0.785714286,0.214285714,0,10000,,2019-12-31T00:00:00,583226,83443,58226,499782,0,225755,0,693308,310195,12,383113,2017,De 0 a 5 anos,300000,FALSE,FALSE,1,720,2020-08-28T19:26:25
4493,Ms. Marion Parsons,Dr. Adrian Gilbert,YKMA43405696220284,18,0.448130494,0,2019-09-26T00:00:00,21,2192,30000,AprovadoAnalista,De 51 a 80 % - Alto,0.482142857,0.517857143,0,20000,,,,,,,,,,1116466,0,12,0,2012,De 6 a 10 anos,800000,FALSE,TRUE,1,0,2020-08-28T19:27:08
4494,Mr. Reece Davies,Antony Walsh,IHXJ81732847047007,53,0.264895731,0,2009-04-08T00:00:00,8,33420,2000000,AprovadoComite,De 0 a 10 % - Muito Baixo,0.910714286,0.089285714,-0.866025404,800000,2020-08-28T18:48:34,2019-12-31T03:00:00,22187992,2959093,24618228,22561000,0,11583368,7778800,9139060,3039291,12,6099769,2000,Acima de 17 anos,450000,FALSE,FALSE,0.25,1701032,
4495,Dr. Cheryl Lee,Dr. Simon Howard,RDCH28687737008977,45,0.563145134,0,2006-06-05T00:00:00,51,46343.25,40000,ReprovadoAnalista,De 11 a 30 % - Baixo,0.696428571,0.303571429,-0.905659135,,,,,,,,,,,12736848,0,12,0,2004,De 11 a 16 anos,100000,TRUE,FALSE,0.917495116,97000,
4496,Gerard Smith,Brian Morgan,AAKI68017899673695,46,0.324969136,0,2006-09-06T00:00:00,0,0,30000,AprovadoAnalista,De 11 a 30 % - Baixo,0.821428571,0.178571429,0.998206928,10000,,2019-12-30T00:00:00,1774012,443096,1828274,1187745,271000,70327,399045,2213365,1207786,12,1005579,1998,Acima de 17 anos,120000,FALSE,FALSE,0.446183821,90261,2020-08-28T19:36:30
4497,Miss Alexandra Simpson,Ms. Elizabeth Hicks,PMKK89024861557953,133,0.337662574,0,2006-05-17T00:00:00,0,2715,45000,AprovadoAnalista,De 11 a 30 % - Baixo,0.696428571,0.303571429,0.825208824,45000,,,,,,,,,,9989879,0,12,0,1991,Acima de 17 anos,150000,FALSE,FALSE,0.992754847,897250,2020-08-28T19:39:19
4498,Shane Ball,Dr. Clive White,XFIT11484688977093,9,0.406367065,0,2019-11-07T00:00:00,18,55807.5,60000,AprovadoAnalista,De 11 a 30 % - Baixo,0.696428571,0.303571429,0,40000,,2019-12-31T06:00:00,919211,700900,1024562,323661,0,0,883857,2525305,1010122,12,1515183,2017,De 0 a 5 anos,100000,FALSE,FALSE,1,3240,2020-08-28T19:31:06
